Timestamp,Latitude,Longitude,Altitude
1694601568088101848,-34.395696542534644,-70.80956505700789,405.3079396130667
1694601568170238694,-34.39569696857592,-70.8095651707714,405.299430948368
1694601568260562126,-34.39569736881339,-70.80956529905471,405.29475321962553
1694601568364764850,-34.39569775647995,-70.8095654097885,405.2857763796896
1694601568467934443,-34.3956981127756,-70.80956546354201,405.2977945261067
1694601568542984187,-34.395698500014504,-70.80956546688618,405.3131204913742
1694601568671994163,-34.39569891894037,-70.80956548364883,405.3309091257132
1694601568762498287,-34.39569929768941,-70.80956547151162,405.3382230072316
1694601568885032266,-34.395699671084536,-70.80956549665576,405.3589116615109
1694601568976630434,-34.395700116100464,-70.80956553988975,405.38411985144324
1694601569139094116,-34.3957005019875,-70.80956568633877,405.37569791780436
1694601569237343994,-34.39570084663801,-70.8095657529092,405.3777823910263
1694601569349331594,-34.395701194096816,-70.8095657906649,405.384018879752
1694601569399656848,-34.395701525153235,-70.8095658166034,405.40724083959316
1694601569444932268,-34.39570187739124,-70.80956589385588,405.42094673604777
1694601569555562430,-34.39570224312965,-70.8095659699966,405.43202722411434
1694601569699453822,-34.39570255819553,-70.80956601960851,405.4328841857555
1694601569795070916,-34.39570287554396,-70.80956615911703,405.41795118722445
1694601569866970001,-34.3957031412834,-70.80956632386854,405.4103302264771
1694601569866970001,-34.39570349787855,-70.80956647412967,405.3946242647348
1694601570067896475,-34.3957038282993,-70.80956661386794,405.38641844533873
1694601570168222273,-34.39570421170894,-70.80956672839409,405.3913578427934
1694601570294275519,-34.39570460508397,-70.8095668531747,405.36717533931767
1694601570401827486,-34.39570496257966,-70.80956701783509,405.35206788016103
1694601570474705272,-34.395705360703936,-70.80956718816017,405.3420403720198
1694601570555177174,-34.39570571874257,-70.80956724718493,405.3364877596251
1694601570690354700,-34.395706100781204,-70.80956733432498,405.3227992203158
1694601570808241656,-34.39570656557835,-70.80956741688568,405.31991758547395
1694601570912596680,-34.39570692519802,-70.80956754875119,405.316073000019
1694601571010433878,-34.39570723655002,-70.80956763632128,405.2953597042429
1694601571092015462,-34.39570756335306,-70.80956770657593,405.28655713773344
1694601571171037175,-34.39570790762991,-70.80956787168302,405.2843748063173
1694601571276991742,-34.395708237953606,-70.80956804482125,405.27439625016973
1694601571409599559,-34.39570859429011,-70.80956814951573,405.2578171036415
1694601571520198313,-34.39570903533247,-70.80956826405031,405.2325808023071
1694601571610379833,-34.39570943598609,-70.80956843969885,405.21709775251975
1694601571680784237,-34.39570984919726,-70.80956852970232,405.22836851616324
1694601571758385967,-34.39571030737228,-70.80956857051548,405.2289901970968
1694601571871630831,-34.39571073419014,-70.80956864708878,405.2242826822438
1694601571972205627,-34.39571122477965,-70.80956888003121,405.19411442579985
1694601572072773000,-34.39571163336804,-70.80956903514503,405.16512950443223
1694601572143612214,-34.39571202527882,-70.80956906721748,405.14883028393336
1694601572215952251,-34.395712479272106,-70.80956917243677,405.121811498089
1694601572349218549,-34.39571289805875,-70.80956936968425,405.0995614023944
